0.000000, 0.109091, 0.000000, 0.000000
1.500000, 0.109055, 0.000364, 0.000072
3.000000, 0.109018, 0.000512, 0.000102
4.500000, 0.108982, 0.000623, 0.000124
6.000000, 0.108945, 0.000716, 0.000142
7.500000, 0.108909, 0.000797, 0.000158
9.000000, 0.108836, 0.000932, 0.000185
10.500000, 0.108800, 0.000991, 0.000197
12.000000, 0.108800, 0.000991, 0.000197
13.500000, 0.108764, 0.001046, 0.000208
15.000000, 0.108618, 0.001229, 0.000244
16.500000, 0.108473, 0.001373, 0.000272
18.000000, 0.108400, 0.001434, 0.000284
19.500000, 0.108327, 0.001489, 0.000295
21.000000, 0.108255, 0.001623, 0.000322
22.500000, 0.108218, 0.001644, 0.000326
24.000000, 0.108218, 0.001644, 0.000326
25.500000, 0.108182, 0.001665, 0.000330
27.000000, 0.108182, 0.001665, 0.000330
28.500000, 0.108145, 0.001684, 0.000334
30.000000, 0.108109, 0.001703, 0.000338
31.500000, 0.108036, 0.001737, 0.000345
33.000000, 0.107964, 0.001842, 0.000365
34.500000, 0.107855, 0.001879, 0.000373
36.000000, 0.107818, 0.001960, 0.000389
37.500000, 0.107818, 0.001960, 0.000389
39.000000, 0.107782, 0.002036, 0.000404
40.500000, 0.107782, 0.002036, 0.000404
42.000000, 0.107745, 0.002109, 0.000418
43.500000, 0.107745, 0.002109, 0.000418
45.000000, 0.107709, 0.002240, 0.000444
46.500000, 0.107636, 0.002253, 0.000447
48.000000, 0.107564, 0.002379, 0.000472
49.500000, 0.107527, 0.002438, 0.000484
51.000000, 0.107491, 0.002442, 0.000484
52.500000, 0.107418, 0.002447, 0.000486
54.000000, 0.107309, 0.002451, 0.000486
55.500000, 0.107273, 0.002452, 0.000486
57.000000, 0.107164, 0.002503, 0.000497
58.500000, 0.107091, 0.002499, 0.000496
60.000000, 0.107091, 0.002499, 0.000496
61.500000, 0.106945, 0.002589, 0.000514
63.000000, 0.106945, 0.002589, 0.000514
64.500000, 0.106945, 0.002589, 0.000514
66.000000, 0.106945, 0.002589, 0.000514
67.500000, 0.106836, 0.002675, 0.000531
69.000000, 0.106836, 0.002675, 0.000531
70.500000, 0.106727, 0.002704, 0.000537
72.000000, 0.106727, 0.002704, 0.000537
73.500000, 0.106655, 0.002688, 0.000533
75.000000, 0.106545, 0.002710, 0.000538
76.500000, 0.106545, 0.002710, 0.000538
78.000000, 0.106509, 0.002749, 0.000545
79.500000, 0.106509, 0.002749, 0.000545
81.000000, 0.106473, 0.002787, 0.000553
82.500000, 0.106436, 0.002824, 0.000560
84.000000, 0.106436, 0.002824, 0.000560
85.500000, 0.106400, 0.002860, 0.000567
87.000000, 0.106327, 0.002929, 0.000581
88.500000, 0.106291, 0.002917, 0.000579
90.000000, 0.106218, 0.002937, 0.000583
91.500000, 0.106109, 0.002941, 0.000583
93.000000, 0.106073, 0.002926, 0.000581
94.500000, 0.106073, 0.002926, 0.000581
96.000000, 0.105964, 0.003015, 0.000598
97.500000, 0.105891, 0.003026, 0.000600
