0.000000, 0.000000, 0.000000, 0.000000
1.500000, 0.065418, 0.012193, 0.002419
3.000000, 0.080036, 0.011859, 0.002353
4.500000, 0.073636, 0.012643, 0.002508
6.000000, 0.061345, 0.011320, 0.002246
7.500000, 0.048618, 0.010676, 0.002118
9.000000, 0.038582, 0.009345, 0.001854
10.500000, 0.029964, 0.008697, 0.001725
12.000000, 0.022218, 0.008475, 0.001681
13.500000, 0.017055, 0.007626, 0.001513
15.000000, 0.012873, 0.007390, 0.001466
16.500000, 0.010473, 0.006725, 0.001334
18.000000, 0.007855, 0.006021, 0.001195
19.500000, 0.006255, 0.004986, 0.000989
21.000000, 0.005091, 0.004594, 0.000911
22.500000, 0.004400, 0.004112, 0.000816
24.000000, 0.003709, 0.003969, 0.000788
25.500000, 0.003491, 0.003464, 0.000687
27.000000, 0.003091, 0.003325, 0.000660
28.500000, 0.002945, 0.003173, 0.000630
30.000000, 0.002400, 0.003023, 0.000600
31.500000, 0.002182, 0.002532, 0.000502
33.000000, 0.002182, 0.002783, 0.000552
34.500000, 0.001964, 0.002657, 0.000527
36.000000, 0.001745, 0.002609, 0.000518
37.500000, 0.001855, 0.002451, 0.000486
39.000000, 0.001745, 0.002339, 0.000464
40.500000, 0.001964, 0.002501, 0.000496
42.000000, 0.001964, 0.002501, 0.000496
43.500000, 0.001782, 0.002558, 0.000508
45.000000, 0.001636, 0.002499, 0.000496
46.500000, 0.001382, 0.002117, 0.000420
48.000000, 0.001600, 0.002330, 0.000462
49.500000, 0.001636, 0.002154, 0.000427
51.000000, 0.001709, 0.002449, 0.000486
52.500000, 0.001964, 0.002606, 0.000517
54.000000, 0.001964, 0.002755, 0.000547
55.500000, 0.001891, 0.002609, 0.000518
57.000000, 0.001927, 0.002757, 0.000547
58.500000, 0.001673, 0.002501, 0.000496
60.000000, 0.001564, 0.002268, 0.000450
61.500000, 0.001418, 0.002124, 0.000421
63.000000, 0.001491, 0.002259, 0.000448
64.500000, 0.001636, 0.002333, 0.000463
66.000000, 0.001636, 0.002333, 0.000463
67.500000, 0.001964, 0.002606, 0.000517
69.000000, 0.002109, 0.002695, 0.000535
70.500000, 0.002145, 0.002589, 0.000514
72.000000, 0.002109, 0.002792, 0.000554
73.500000, 0.001782, 0.002396, 0.000475
75.000000, 0.001782, 0.002340, 0.000464
76.500000, 0.001818, 0.002397, 0.000475
78.000000, 0.001927, 0.002608, 0.000517
79.500000, 0.002000, 0.002704, 0.000537
81.000000, 0.001673, 0.002447, 0.000486
82.500000, 0.001600, 0.002442, 0.000484
84.000000, 0.001818, 0.002282, 0.000453
85.500000, 0.001709, 0.002280, 0.000452
87.000000, 0.001600, 0.002272, 0.000451
88.500000, 0.001855, 0.002610, 0.000518
90.000000, 0.002036, 0.002549, 0.000506
91.500000, 0.001600, 0.002212, 0.000439
93.000000, 0.001673, 0.002392, 0.000475
94.500000, 0.001782, 0.002451, 0.000486
96.000000, 0.001709, 0.002338, 0.000464
97.500000, 0.001527, 0.002079, 0.000412
